139.59.30.168,IND-DGO-O2C,33456,80,2019-05-02 14:53:00
139.59.30.168,IND-DGO-O2C,33457,443,2019-05-02 14:54:05
139.59.30.168,IND-DGO-O2C,33458,1090,2019-05-02 14:55:10
139.59.30.168,IND-DGO-O2C,33459,5203,2019-05-02 14:56:15
159.203.44.95,CAN-DGO-O2C,33460,80,2019-05-02 14:57:20
159.203.44.95,CAN-DGO-O2C,33461,443,2019-05-02 14:58:25
159.203.44.95,CAN-DGO-O2C,33462,1091,2019-05-02 14:59:30
159.203.44.95,CAN-DGO-O2C,33463,5203,2019-05-02 15:00:35
138.197.195.141,SF-DGO-O2C,33464,80,2019-05-02 14:53:00
138.197.195.141,SF-DGO-O2C,33465,443,2019-05-02 14:54:05
138.197.195.141,SF-DGO-O2C,33466,1092,2019-05-02 14:55:10
138.197.195.141,SF-DGO-O2C,33467,5203,2019-05-02 14:56:15
134.209.25.12,GBR-DGO-O2C,33468,80,2019-05-02 14:57:20
134.209.25.12,GBR-DGO-O2C,33469,443,2019-05-02 14:58:25
134.209.25.12,GBR-DGO-O2C,33470,1093,2019-05-02 14:59:30
134.209.25.12,GBR-DGO-O2C,33471,5203,2019-05-02 15:00:35
104.248.124.123,NY-DGO-O2C,33472,80,2019-05-03 14:53:00
104.248.124.123,NY-DGO-O2C,33473,443,2019-05-03 14:54:05
104.248.124.123,NY-DGO-O2C,33474,1094,2019-05-03 14:55:10
104.248.124.123,NY-DGO-O2C,33475,5203,2019-05-03 14:56:15
185.180.199.28,RUS-KSV-O2C,33476,80,2019-05-03 14:57:20
185.180.199.28,RUS-KSV-O2C,33477,443,2019-05-03 14:58:25
185.180.199.28,RUS-KSV-O2C,33478,1095,2019-05-03 14:59:30
185.180.199.28,RUS-KSV-O2C,33479,5203,2019-05-03 15:00:35
18.179.203.167,JPN-AWS-O2C,33480,80,2019-05-03 14:53:00
18.179.203.167,JPN-AWS-O2C,33481,443,2019-05-03 14:54:05
18.179.203.167,JPN-AWS-O2C,33482,1080,2019-05-03 14:55:10
18.179.203.167,JPN-AWS-O2C,33483,5203,2019-05-03 14:56:15
52.67.194.125,BRA-AWS-O2C,33484,80,2019-05-03 14:57:20
52.67.194.125,BRA-AWS-O2C,33485,443,2019-05-03 14:58:25
52.67.194.125,BRA-AWS-O2C,33486,1081,2019-05-03 14:59:30
52.67.194.125,BRA-AWS-O2C,33487,5203,2019-05-03 15:00:35
