129.211.1.107,SH-TEC-O2C,80,33464,2019-05-02 15:13:00
129.211.1.107,SH-TEC-O2C,443,33465,2019-05-02 15:14:05
129.211.1.107,SH-TEC-O2C,8388,33466,2019-05-02 15:15:10
129.211.1.107,SH-TEC-O2C,5201,33467,2019-05-02 15:16:15
139.199.106.197,BJ-TEC-O2C,80,33460,2019-05-02 15:17:20
139.199.106.197,BJ-TEC-O2C,443,33461,2019-05-02 15:18:25
139.199.106.197,BJ-TEC-O2C,8388,33462,2019-05-02 15:19:30
139.199.106.197,BJ-TEC-O2C,5202,33463,2019-05-02 15:20:35
132.232.58.32,CD-TEC-O2C,80,33456,2019-05-02 15:13:00
132.232.58.32,CD-TEC-O2C,443,33457,2019-05-02 15:14:05
132.232.58.32,CD-TEC-O2C,8388,33458,2019-05-02 15:15:10
132.232.58.32,CD-TEC-O2C,5203,33459,2019-05-02 15:16:15
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,80,33484,2019-05-03 15:17:20
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,443,33485,2019-05-03 15:18:25
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,8388,33486,2019-05-03 15:19:30
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,5204,33487,2019-05-03 15:20:35
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,80,33480,2019-05-03 15:13:00
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,443,33481,2019-05-03 15:14:05
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,8388,33482,2019-05-03 15:15:10
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,5205,33483,2019-05-03 15:16:15
bj-cu-hm1-kayodi.duckdns.org,BJ-CU-HM1,80,33476,2019-05-03 15:17:20
bj-cu-hm1-kayodi.duckdns.org,BJ-CU-HM1,443,33477,2019-05-03 15:18:25
bj-cu-hm1-kayodi.duckdns.org,BJ-CU-HM1,8388,33478,2019-05-03 15:19:30
bj-cu-hm1-kayodi.duckdns.org,BJ-CU-HM1,5206,33479,2019-05-03 15:20:35
123.59.170.215,iii-virtual-machine,80,33472,2019-05-03 15:13:00
123.59.170.215,iii-virtual-machine,443,33473,2019-05-03 15:14:05
123.59.170.215,iii-virtual-machine,8388,33474,2019-05-03 15:15:10
123.59.170.215,iii-virtual-machine,5207,33475,2019-05-03 15:16:15
202.112.51.44,BJ-THU-EU,80,33468,2019-05-02 15:17:20
202.112.51.44,BJ-THU-EU,443,33469,2019-05-02 15:18:25
202.112.51.44,BJ-THU-EU,8388,33470,2019-05-02 15:19:30
202.112.51.44,BJ-THU-EU,5208,33471,2019-05-02 15:20:35
